id;session;query;annotation;query_state
1581;trec-2010-88;rick warren debate;"[[\http://dbpedia.org/resource/Rick_Warren\""] [\""http://dbpedia.org/resource/Debate\""]]""";SC
1582;trec-2010-89;continental plates;"[[\http://dbpedia.org/resource/Continent\""] [\""http://dbpedia.org/resource/List_of_tectonic_plates\""]]""";IS
1583;trec-2010-89;continental drift;"[[\http://dbpedia.org/resource/Continent\""] [\""http://dbpedia.org/resource/Continental_drift\""]]""";WS
1584;trec-2010-90;safeyouth.org;"[[\http://dbpedia.org/resource/Youth\""]]""";IS
1585;trec-2010-90;teen dating violence;"[[\http://dbpedia.org/resource/Adolescence\""] [\""http://dbpedia.org/resource/Dating\""] [\""http://dbpedia.org/resource/Violence\""]]""";RE
1586;trec-2010-91;hughes internet;"[[\http://dbpedia.org/resource/Hughes_Communications\""] [\""http://dbpedia.org/resource/Internet\""]]""";IS
1587;trec-2010-91;satellite internet providers;"[[\http://dbpedia.org/resource/Satellite\""] [\""http://dbpedia.org/resource/Internet\""] [\""http://dbpedia.org/resource/Internet_service_provider\""]]""";WS
1588;trec-2010-92;us political map;"[[\http://dbpedia.org/resource/United_States\""] [\""http://dbpedia.org/resource/Politics\""] [\""http://dbpedia.org/resource/Map\""]]""";IS
1589;trec-2010-92;us geographic map;"[[\http://dbpedia.org/resource/United_States\""] [\""http://dbpedia.org/resource/Geography\""] [\""http://dbpedia.org/resource/Map\]]""";WS
1590;trec-2010-93;hunting trips in arizona;"[[\http://dbpedia.org/resource/Hunting\""] [\""http://dbpedia.org/resource/Travel\""] [\""http://dbpedia.org/resource/Arizona\""]]""";IS
1591;trec-2010-93;hunting regulations in arizona;"[[\http://dbpedia.org/resource/Hunting\""] [\""http://dbpedia.org/resource/Regulation\""] [\""http://dbpedia.org/resource/Arizona\""]]""";WS
1592;trec-2010-94;disneyland hotel;"[[\http://dbpedia.org/resource/Disneyland\""] [\""http://dbpedia.org/resource/Hotel\""]]""";IS
1593;trec-2010-94;disneyland hotel reviews;"[[\http://dbpedia.org/resource/Disneyland\""] [\""http://dbpedia.org/resource/Hotel\""] [\""http://dbpedia.org/resource/Review\""]]""";SC
1594;trec-2010-95;indexed annuity pros cons;"[[\http://dbpedia.org/resource/Indexed_annuity\""] [\""http://dbpedia.org/resource/Decision_making\""]]""";IS
1595;trec-2010-95;indexed annuity rating;"[[\http://dbpedia.org/resource/Indexed_annuity\""] [\""http://dbpedia.org/resource/Rating\""]]""";WS
1596;trec-2010-96;american standard toilet;"[[\http://dbpedia.org/resource/American_Standard_Brands\""] [\""http://dbpedia.org/resource/Toilet\""]]""";IS
1597;trec-2010-96;toilet;"[[\http://dbpedia.org/resource/Toilet\""]]""";GE
1598;trec-2010-97;kiwi fruit;"[[\http://dbpedia.org/resource/Kiwifruit\""]]""";IS
1599;trec-2010-97;grow kiwi tree;"[[\http://dbpedia.org/resource/Gardening\""] [\""http://dbpedia.org/resource/Kiwifruit\""] [\""http://dbpedia.org/resource/Tree\""]]""";WS
1600;trec-2010-98;star trek;"[[\http://dbpedia.org/resource/Star_Trek\""]]""";IS
1601;trec-2010-98;star trek voyager;"[[\http://dbpedia.org/resource/Star_Trek:_Voyager\""]]""";SC
1602;trec-2010-99;buy volvo semi trucks;"[[\http://dbpedia.org/resource/Trade\""] [\""http://dbpedia.org/resource/Volvo\""] [\""http://dbpedia.org/resource/Semi-trailer_truck\""]]""";IS
1603;trec-2010-99;reviews xc90;"[[\http://dbpedia.org/resource/Review\""] [\""http://dbpedia.org/resource/Volvo_XC90\""]]""";RE
1604;trec-2011-10;crisis intervention;"[[\http://dbpedia.org/resource/Crisis_intervention\""]]""";IS
1605;trec-2011-10;crisis intervention prlsofessiona;"[[\http://dbpedia.org/resource/Crisis_intervention\""] [\""http://dbpedia.org/resource/Professional\""]]""";SC
1606;trec-2011-10;crisis intervention professional services;"[[\http://dbpedia.org/resource/Crisis_intervention\""] [\""http://dbpedia.org/resource/Professional\""] [\""http://dbpedia.org/resource/Service\""]]""";WS
1607;trec-2011-10;crisis intervention services;"[[\http://dbpedia.org/resource/Crisis_intervention\""] [\""http://dbpedia.org/resource/Service\""]]""";GE
1608;trec-2011-11;hawaii real estate family resale OR foreclosure;"[[\http://dbpedia.org/resource/Hawaii\""] [\""http://dbpedia.org/resource/Real_estate\""] [\""http://dbpedia.org/resource/Family\""] [\""http://dbpedia.org/resource/Foreclosure\""]]""";IS
1609;trec-2011-11;hawaii real estate family resale OR foreclosure news;"[[\http://dbpedia.org/resource/Hawaii\""] [\""http://dbpedia.org/resource/Real_estate\""] [\""http://dbpedia.org/resource/Family\""] [\""http://dbpedia.org/resource/Foreclosure\""] [\""http://dbpedia.org/resource/News\""]]""";SC
1610;trec-2011-11;hawaii real estate family resale value house OR condo news;"[[\http://dbpedia.org/resource/Hawaii\""] [\""http://dbpedia.org/resource/Real_estate\""] [\""http://dbpedia.org/resource/Family\""] [\""http://dbpedia.org/resource/House\""] [\""http://dbpedia.org/resource/Condominium\""] [\""http://dbpedia.org/resource/News\""]]""";SC
1611;trec-2011-11;hawaii real estate average resale value house OR condo news;"[[\http://dbpedia.org/resource/Hawaii\""] [\""http://dbpedia.org/resource/Real_estate\""] [\""http://dbpedia.org/resource/Average\""] [\""http://dbpedia.org/resource/House\""] [\""http://dbpedia.org/resource/Condominium\""] [\""http://dbpedia.org/resource/News\""]]""";SC
1612;trec-2011-12;taylor manor hospital;"[[\http://dbpedia.org/resource/Sheppard_Pratt_at_Ellicott_City\""]]""";IS
1613;trec-2011-12;taylor manor hospital map;"[[\http://dbpedia.org/resource/Map\""]]""";SC
1614;trec-2011-12;taylor manor maryland;"[[\http://dbpedia.org/resource/Sheppard_Pratt_at_Ellicott_City\""] [\""http://dbpedia.org/resource/Maryland\""]]""";WS
1615;trec-2011-12;taylorhealth location;"[[\http://dbpedia.org/resource/Sheppard_Pratt_at_Ellicott_City\""] [\""http://dbpedia.org/resource/Location\""]]""";RE
1616;trec-2011-13;employ warrant officer;"[[\http://dbpedia.org/resource/Employment\""] [\""http://dbpedia.org/resource/Warrant_officer\""]]""";IS
1617;trec-2011-13;employ warrant officer military services;"[[\http://dbpedia.org/resource/Employment\""] [\""http://dbpedia.org/resource/Warrant_officer\""] [\""http://dbpedia.org/resource/Military\""] [\""http://dbpedia.org/resource/Service\""]]""";SC
1618;trec-2011-13;salary of warrant officer;"[[\http://dbpedia.org/resource/Salary\""] [\""http://dbpedia.org/resource/Warrant_officer\""]]""";WS
1619;trec-2011-13;job of warrant officer;"[[\http://dbpedia.org/resource/Job\""] [\""http://dbpedia.org/resource/Warrant_officer\""]]""";WS
1620;trec-2011-14;training   management;"[[\http://dbpedia.org/resource/Training\""] [\""http://dbpedia.org/resource/Management\""]]""";IS
1621;trec-2011-14;training   management   hotels?;"[[\http://dbpedia.org/resource/Training\""] [\""http://dbpedia.org/resource/Management\""] [\""http://dbpedia.org/resource/Hotel\""]]""";SC
1622;trec-2011-14;training   management    benefits?;"[[\http://dbpedia.org/resource/Training\""] [\""http://dbpedia.org/resource/Management\""] [\""http://dbpedia.org/resource/Benefit\""]]""";WS
1623;trec-2011-14;why   training   management    benefits?;"[[\http://dbpedia.org/resource/Why\""] [\""http://dbpedia.org/resource/Training\""] [\""http://dbpedia.org/resource/Management\""] [\""http://dbpedia.org/resource/Benefit\""]]""";SC
1624;trec-2011-14;why  management studies   benefits?;"[[\http://dbpedia.org/resource/Why\""] [\""http://dbpedia.org/resource/Management\""] [\""http://dbpedia.org/resource/Study\""] [\""http://dbpedia.org/resource/Benefit\""]]""";WS
1625;trec-2011-14;why  management studies  benefits?;"[[\http://dbpedia.org/resource/Why\""] [\""http://dbpedia.org/resource/Management\""] [\""http://dbpedia.org/resource/Study\""] [\""http://dbpedia.org/resource/Benefit\""]]""";RP
1626;trec-2011-14;qualifications   management degree?;"[[\http://dbpedia.org/resource/Qualification\""] [\""http://dbpedia.org/resource/Management\""] [\""http://dbpedia.org/resource/Academic_degree\""]]""";WS
1627;trec-2011-14;degree hotel management?;"[[\http://dbpedia.org/resource/Degree\""] [\""http://dbpedia.org/resource/Hotel\""] [\""http://dbpedia.org/resource/Management\""]]""";WS
1628;trec-2011-15;hardees;"[[\http://dbpedia.org/resource/Hardee's\""]]""";IS
1629;trec-2011-15;hardees locations;"[[\http://dbpedia.org/resource/Hardee's\""] [\""http://dbpedia.org/resource/Location_(geography)\""]]""";SC
1630;trec-2011-15;hardees affiliates;"[[\http://dbpedia.org/resource/Hardee's\""] [\""http://dbpedia.org/resource/Network_affiliate\""]]""";WS
1631;trec-2011-16;hardees;"[[\http://dbpedia.org/resource/Hardee's\""]]""";IS
1632;trec-2011-16;hardees corporate offices;"[[\http://dbpedia.org/resource/Hardee's\""] [\""http://dbpedia.org/resource/Corporate_headquarters\""]]""";SC
1633;trec-2011-17;berkley insurance;"[[\http://dbpedia.org/resource/W._R._Berkley\""] [\""http://dbpedia.org/resource/Insurance\""]]""";IS
1634;trec-2011-17;berkley insurance about us;"[[\http://dbpedia.org/resource/W._R._Berkley\""] [\""http://dbpedia.org/resource/Insurance\""]]""";SC
1635;trec-2011-17;"\berkley insurance\"" \""about us\""""";"[[\http://dbpedia.org/resource/W._R._Berkley\""] [\""http://dbpedia.org/resource/Insurance\""]]""";RP
1636;trec-2011-18;earthquake data;"[[\http://dbpedia.org/resource/Earthquake\""] [\""http://dbpedia.org/resource/Data\""]]""";IS
1637;trec-2011-18;earthquake incidence worldwide;"[[\http://dbpedia.org/resource/Earthquake\""] [\""http://dbpedia.org/resource/Worldwide\""]]""";WS
1638;trec-2011-18;earthquake mapping;"[[\http://dbpedia.org/resource/Earthquake\""] [\""http://dbpedia.org/resource/Mapping\""]]""";WS
1639;trec-2011-19;Iwo Jima facts;"[[\http://dbpedia.org/resource/Iwo_Jima\""] [\""http://dbpedia.org/resource/Fact\""]]""";IS
1640;trec-2011-19;Iwo Jima island  facts;"[[\http://dbpedia.org/resource/Iwo_Jima\""] [\""http://dbpedia.org/resource/Fact\""]]""";SC
1641;trec-2011-19;Iwo Jima travel;"[[\http://dbpedia.org/resource/Iwo_Jima\""] [\""http://dbpedia.org/resource/Travel\""]]""";WS
1642;trec-2011-20;dooney bourke look alike purses;"[[\http://dbpedia.org/resource/Dooney_&_Bourke\""] [\""http://dbpedia.org/resource/Imitation\""] [\""http://dbpedia.org/resource/Purse\""]]""";IS
1643;trec-2011-20;pictures of dooney bourke look alike purses;"[[\http://dbpedia.org/resource/Image\""] [\""http://dbpedia.org/resource/Dooney_&_Bourke\""] [\""http://dbpedia.org/resource/Imitation\""] [\""http://dbpedia.org/resource/Purse\""]]""";SC
1644;trec-2011-20;dooney bourke purses;"[[\http://dbpedia.org/resource/Dooney_&_Bourke\""] [\""http://dbpedia.org/resource/Purse\""]]""";GE
1645;trec-2011-21;dooney and bourke imitations;"[[\http://dbpedia.org/resource/Dooney_&_Bourke\""] [\""http://dbpedia.org/resource/Imitation\""]]""";IS
1646;trec-2011-21;dooney and bourke replicas;"[[\http://dbpedia.org/resource/Dooney_&_Bourke\""] [\""http://dbpedia.org/resource/Replica\""]]""";WS
1647;trec-2011-21;dooney and bourke replicas makers;"[[\http://dbpedia.org/resource/Dooney_&_Bourke\""] [\""http://dbpedia.org/resource/Replica\""]]""";SC
1648;trec-2011-22;shoulder joint pain;"[[\http://dbpedia.org/resource/Shoulder\""] [\""http://dbpedia.org/resource/Joint\""] [\""http://dbpedia.org/resource/Pain\""] [\""http://dbpedia.org/resource/Glenohumeral_joint\""]]""";IS
1649;trec-2011-22;shoulder joint pain nhs;"[[\http://dbpedia.org/resource/Shoulder\""] [\""http://dbpedia.org/resource/Joint\""] [\""http://dbpedia.org/resource/Pain\""] [\""http://dbpedia.org/resource/National_Health_Service_(England)\""] [\""http://dbpedia.org/resource/Glenohumeral_joint\""]]""";SC
1650;trec-2011-23;History of DSEC;"[[\http://dbpedia.org/resource/History\""]]""";IS
1651;trec-2011-23;History of dupont science essay contest;"[[\http://dbpedia.org/resource/History\""] [\""http://dbpedia.org/resource/DuPont\""] [\""http://dbpedia.org/resource/Essay\""] [\""http://dbpedia.org/resource/Contest\""]]""";WS
1652;trec-2011-24;DuPont Science Essay Contest;"[[\http://dbpedia.org/resource/DuPont\""] [\""http://dbpedia.org/resource/Science\""] [\""http://dbpedia.org/resource/Essay\""] [\""http://dbpedia.org/resource/Contest\""]]""";IS
1653;trec-2011-24;DuPont Science Essay Contest History;"[[\http://dbpedia.org/resource/DuPont\""] [\""http://dbpedia.org/resource/Science\""] [\""http://dbpedia.org/resource/Essay\""] [\""http://dbpedia.org/resource/Contest\""] [\""http://dbpedia.org/resource/History\""]]""";SC
1654;trec-2011-24;What is the DuPont Science Essay Contest?;"[[\http://dbpedia.org/resource/What\""] [\""http://dbpedia.org/resource/DuPont\""] [\""http://dbpedia.org/resource/Science\""] [\""http://dbpedia.org/resource/Essay\""] [\""http://dbpedia.org/resource/Contest\""]]""";WS
1655;trec-2011-24;When was the DSEC created?;"[[\http://dbpedia.org/resource/When\""]]""";WS
1656;trec-2011-25;collagen vascular disease causes symptoms treatments effects;"[[\http://dbpedia.org/resource/Causes\""] [\""http://dbpedia.org/resource/Symptom\""] [\""http://dbpedia.org/resource/Treatment\""] [\""http://dbpedia.org/resource/Effect\""]]""";IS
1657;trec-2011-25;CVD causes symptoms treatments;"[[\http://dbpedia.org/resource/Causes\""] [\""http://dbpedia.org/resource/Symptom\""] [\""http://dbpedia.org/resource/Treatment\""]]""";WS
1658;trec-2011-25;collagen vascular disease causes symptoms treatments;"[[\http://dbpedia.org/resource/Causes\""] [\""http://dbpedia.org/resource/Symptom\""] [\""http://dbpedia.org/resource/Treatment\""]]""";WS
1659;trec-2011-26;lake murray;"[[\http://dbpedia.org/resource/Lake_Murray\""]]""";IS
1660;trec-2011-26;lake murray fishing;"[[\http://dbpedia.org/resource/Lake_Murray\""] [\""http://dbpedia.org/resource/Fishing\""]]""";SC
1661;trec-2011-26;lake murray largest fish;"[[\http://dbpedia.org/resource/Lake_Murray\""] [\""http://dbpedia.org/resource/Fish\""]]""";WS
1662;trec-2011-27;define: menorraghia;"[[\http://dbpedia.org/resource/Definition\""] [\""http://dbpedia.org/resource/Menorrhagia\""]]""";IS
1663;trec-2011-27;heavy periods operation;"[[\http://dbpedia.org/resource/Menorrhagia\""] [\""http://dbpedia.org/resource/Operation\""]]""";RE
1664;trec-2011-28;"\Nicknames\"" what are""";"[[\http://dbpedia.org/resource/Nickname\""]]""";IS
1665;trec-2011-28;"derivation of \nickname\""""";"[[\http://dbpedia.org/resource/Derivation_(linguistics)\""] [\""http://dbpedia.org/resource/Nickname\""]]""";WS
1666;trec-2011-28;"thesaurus \nickname\""""";"[[\http://dbpedia.org/resource/Thesaurus\""] [\""http://dbpedia.org/resource/Nickname\""]]""";WS
1667;trec-2011-29;Charles Basil;"[[\http://dbpedia.org/resource/Charles_Basil_Price\""]]""";IS
1668;trec-2011-29;"\Charles Basil\""""";"[[\http://dbpedia.org/resource/Charles_Basil_Price\""]]""";RP
1669;trec-2011-29;Basil family;"[[\http://dbpedia.org/resource/Family\""]]""";WS
1670;trec-2011-30;Charles Basil biography;"[[\http://dbpedia.org/resource/Charles_Basil_Price\""] [\""http://dbpedia.org/resource/Biography\""]]""";WS
1671;trec-2011-30;Charles Basil acomplishments;"[[\http://dbpedia.org/resource/Charles_Basil_Price\""]]""";WS
1672;trec-2011-30;Basil  Charles;"[[\http://dbpedia.org/resource/Charles_Basil_Price\""]]""";WS
1673;trec-2011-31;Greenland highschool new hampshire;"[[\http://dbpedia.org/resource/Greenland_New_Hampshire\""] [\""http://dbpedia.org/resource/High_school\""] [\""http://dbpedia.org/resource/New_Hampshire\""]]""";IS
1674;trec-2011-31;Greenland high school;"[[\http://dbpedia.org/resource/Greenland_New_Hampshire\""] [\""http://dbpedia.org/resource/High_school\""]]""";GE
1675;trec-2011-32;"\greenland high school\"" new hampshire""";"[[\http://dbpedia.org/resource/Greenland_New_Hampshire\""] [\""http://dbpedia.org/resource/High_school\""] [\""http://dbpedia.org/resource/New_Hampshire\""]]""";IS
1676;trec-2011-32;greenland high school new hampshire;"[[\http://dbpedia.org/resource/Greenland_New_Hampshire\""] [\""http://dbpedia.org/resource/High_school\""] [\""http://dbpedia.org/resource/New_Hampshire\""]]""";RP
1677;trec-2011-32;"\greenland high school\""""";"[[\http://dbpedia.org/resource/Greenland_New_Hampshire\""] [\""http://dbpedia.org/resource/High_school\""]]""";GE
1678;trec-2011-33;join job corp;"[[\http://dbpedia.org/resource/Job_Corps\""]]""";IS
1679;trec-2011-33;join job corps;"[[\http://dbpedia.org/resource/Job_Corps\""]]""";RP
1680;trec-2011-34;legal system;"[[\http://dbpedia.org/resource/List_of_national_legal_systems\""]]""";IS
1681;trec-2011-34;zhaopei;"[[\http://dbpedia.org/resource/Princess_Xu_Zhaopei\""]]""";NW
1682;trec-2011-34;fee of advice;"[[\http://dbpedia.org/resource/Fee\""] [\""http://dbpedia.org/resource/Advice_(opinion)\""]]""";NW
1683;trec-2011-34;type lawyer advice;"[[\http://dbpedia.org/resource/Lawyer\""] [\""http://dbpedia.org/resource/Legal_advice\""]]""";RE
1684;trec-2011-35;"\skagit valley herald\""""";"[[\http://dbpedia.org/resource/Skagit_Valley\""""] [\""http://dbpedia.org/resource/Herald\""]]""";IS
1685;trec-2011-35;skagitvalleyherald.com;"[[\http://dbpedia.org/resource/Skagit_Valley_Herald\""]]""";RE
1686;trec-2011-35;www.skagitvalleyherald.com;"[[\http://dbpedia.org/resource/Skagit_Valley_Herald\""]]""";RE
1687;trec-2011-35;"\skagit valley herald\"" created""";"[[\http://dbpedia.org/resource/Skagit_Valley\""]""";WS
1688;trec-2011-35;"\skagit valley herald\"" founded""";"[[\http://dbpedia.org/resource/Skagit_Valley\""]]""";WS
1689;trec-2011-35;"\skagit valley herald\"" circulation""";"[[\http://dbpedia.org/resource/Skagit_Valley\""] [\""http://dbpedia.org/resource/Newspaper_circulation\""]]""";WS
1690;trec-2011-35;"\skagit valley\"" demographics""";"[[\http://dbpedia.org/resource/Skagit_Valley\""] [\""http://dbpedia.org/resource/Demographics\""]]""";WS
1691;trec-2011-35;"\skagit county\""""";"[[\http://dbpedia.org/resource/Skagit_County_Washington\""]]""";WS
1692;trec-2011-35;"\skagit valley\"" noted""";"[[\http://dbpedia.org/resource/Skagit_Valley\""]]""";WS
1693;trec-2011-35;"\skagit valley\"" history""";"[[\http://dbpedia.org/resource/Skagit_Valley\""] [\""http://dbpedia.org/resource/History\""]]""";WS
1694;trec-2011-36;black powder ammunition;"[[\http://dbpedia.org/resource/Gunpowder\""]]""";IS
1695;trec-2011-36;wikipedia black powder;"[[\http://dbpedia.org/resource/Gunpowder\""]]""";WS
1696;trec-2011-36;black powder inventor;"[[\http://dbpedia.org/resource/Gunpowder\""]]""";WS
1697;trec-2011-37;black powder ammunition wiki;"[[\http://dbpedia.org/resource/Gunpowder\""] [\""http://dbpedia.org/resource/Wiki\""]]""";WS
1698;trec-2011-37;gun powder wiki;"[[\http://dbpedia.org/resource/Gunpowder\""] [\""http://dbpedia.org/resource/Wiki\""]]""";WS
